text,text_category,Appreciation,Problem,Suggestion,Neutral
"Latar Belakang: Sangat baik. Bagian ini memberikan dasar yang jelas mengenai pentingnya kesadaran keamanan siber di kalangan mahasiswa. Poin-poin yang disampaikan, seperti kebiasaan berbagi data tanpa mempertimbangkan risiko dan ketidakpedulian terhadap bahaya online, sangat relevan dan menggambarkan situasi nyata yang sering terjadi di lingkungan mahasiswa. Aspek Digital Culture: Baik. Penjelasan tentang bagaimana budaya digital mempengaruhi pendidikan dan interaksi sosial mahasiswa sangat komprehensif. Poin-poin tentang demokratisasi pendidikan dan kolaborasi internasional menunjukkan dampak positif budaya digital. Namun, aspek negatif seperti ketergantungan berlebihan pada teknologi juga disoroti dengan baik, menambah keseimbangan dalam analisis. Aspek Cyber Awareness: Cukup baik Penjelasan mengenai pentingnya kesadaran akan ancaman siber dan tindakan yang dapat diambil cukup baik, tetapi perlu lebih banyak contoh praktis atau langkah-langkah yang dapat diterapkan oleh mahasiswa untuk meningkatkan kesadaran dan keamanan siber mereka sehari-hari.","['Appreciation', 'Suggestion']",1,0,1,0
"Menurut saya, laporan ini telah memberikan gambaran bagaimana budaya digital ini dapat mengubah sistem pendidikan dan juga memberikan konteks mengenai masalah yang dihadapi mahasiswa dalam keamanan digital. Sudah cukup baik dalam penggambaran kesadaran mahasiswa tentang keamanan siber. Namun, bisa lebih diperkuat dengan adanya penjelasan yang lebih terstruktur dan mendalam serta langkah yang diambil untuk meningkatkan kesadaran keamanan cyber.","['Appreciation', 'Suggestion']",1,0,1,0
"Pemilihan studi kasus yang menarik. Penjelasan setiap aspek sudah cukup lengkap.. Namun, bagian latar belakang dapat dijelaskan lebih detail.","['Appreciation', 'Suggestion']",1,0,1,0
Penulisan dan penyampaian informasi dalam laporan ini sudah sangat baik. Analisisnya sudah mendalam dan informasi-informasi yang disajikan dalam laporan ini juga didukung oleh referensi yang relevan,['Appreciation'],1,0,0,0
"Menurut saya studi kasus yang kelompok tulis lebih mengarah ke latar belakang. Untuk aspek digital culture, digital communication, dan digital ethic sudah cukup jelas. Untuk aspek cyber awareness mungkin dapat ditambahkan lagi mengenai solusi untuk mengatasi masalah tersebut.","['Neutral', 'Appreciation', 'Suggestion']",1,0,1,1
Laporan ini sudah terdapat sebab akibat. Mungkin dalam bagian studi kasus lebih di perjelas lagi dengan contoh nyatanya. Penulisan laporan ini mudah dipahami juga dan ada penjelasan yang memperkuat dalam berbagai aspek.,"['Appreciation', 'Suggestion']",1,0,1,0
data dan contoh yang ditulis sudah baik mengambil refrensi yang mendukung analisa dalam membangun keamanan cyber di lingkungan perkuliahan,['Appreciation'],1,0,0,0
"Laporan ini membahas tentang pentingnya meningkatkan kesadaran akan keamanan siber di kalangan mahasiswa. Mahasiswa sering kali mengabaikan risiko keamanan digital dan membagikan informasi pribadi mereka tanpa mempertimbangkan perlindungan data. Laporan ini juga menekankan perlunya program pendidikan komprehensif untuk mengatasi masalah ini, yang mencakup pembelajaran tentang ancaman siber dan teknik perlindungan data yang efektif. Dengan demikian, laporan ini memberikan solusi praktis untuk meningkatkan kesadaran keamanan siber di kalangan mahasiswa, memastikan mereka lebih bijaksana dan bertanggung jawab dalam penggunaan teknologi digital.",['Neutral'],0,0,0,1
"Kurangnya contoh relevan dan data konkret. Solusi yang diberikan sudah realistis dan efektif. Penjelasan runtut dengan bahasa yang baik. Penggunaan kutipan kurang digunakan. Sayangnya, bagian terakhir yaitu ""catatan"" tidak diisi.","['Appreciation', 'Problem']",1,1,0,0
"Laporan dengan judul ""MEMBANGUN KESADARAN KEAMANAN SIBER DI KALANGAN MAHASISWA"" saya nilai baik. Laporan tersebut membahas topik yang sesuai dengan keadaan dan kasus yang nyata. Laporan telah mencakup secara keseluruhan dengan cukup baik dan menyertakan pula solusi solusi. Penggunaan bahasa sudah cukup baik, namun masih terdapat beberapa kesalahan penulisan dan format penulisannya kurang rapi.","['Appreciation', 'Problem']",1,1,0,0
Cara kelompok mengetik atau menulis paragraf masih kurang rapi. Penjelasannya sudah bagus tapi tidak ada poin-poin jadi terlalu banyak kata yang bertele-tele.,"['Appreciation', 'Problem']",1,1,0,0
Memberikan solusi terkait masalah yang telah diangkat. Memberikan pemaparan dengan bahasa yang mudah dimengerti. Kemudian telah memberikan analisis berdasarkan ketentuan,"['Appreciation', 'Neutral']",1,0,0,1
Overall sudah bagus hanya saja dalam penulisan kurang rapi,"['Appreciation', 'Problem']",1,1,0,0
"Paragraf dalam laporan ini masih kurang rapi dan terdapat beberapa paragraf yang cukup panjang. Akan lebih baik jika menggunakan rata kiri dan kanan, serta memisahkan beberapa paragraf menjadi paragraf yang bebeda, supaya lebih nyaman untuk dibaca. Selain itu, terdapat beberapa penjelasan mengenai hal yang sama dengan cara yang berbeda. Dalam laporan ini juga terdapat perulangan kata, seperti âuntuk tetap fokus dan fokusâ dan âtidak aman atau tidak amanâ. Kemudian, bagian aspek digital ethics sedikit membingungkan. Lebih baik jika menambahkan paragraf pembuka atau kata pengantar karena tiba-tiba menjelaskan mahasiswa diberi kesempatan untuk belajar dan menerapkan digital ethics di dunia nyata.","['Problem', 'Suggestion', 'Neutral']",0,1,1,1
"bagian yang menggambarkan studi kasus tentang kurangnya kesadaran akan ancaman keamanan siber di kalangan mahasiswa memberikan gambaran yang jelas tentang tantangan yang dihadapi. Studi kasus ini menyoroti betapa pentingnya kesadaran akan risiko yang terkait dengan penggunaan teknologi digital di kalangan mahasiswa. Selain itu, penekanan pada perlunya program pendidikan yang komprehensif tentang keamanan siber di universitas juga memperlihatkan upaya yang perlu dilakukan untuk mengatasi masalah ini.","['Appreciation', 'Neutral']",1,0,0,1
"Laporan ditulis dengan jelas/strukturtural sehingga memungkinkan pembaca untuk memahaminya dengan mudah. Gaya bahasa yang formal, sesuai dengan konteks pendidikan dan penelitian. Namun, perlu diperhatikan mengenai paragraf efektif dan EYD. Selain itu, penyajian bisa lebih ringkas lagi. Beberapa data yang disertakan juga memberikan bukti empiris yang lebih kuat. Secara keseluruhan, laporan ini telah memberikan kesan yang baik, penyajian yang jelas, relevan, dan konkrit.","['Appreciation', 'Suggestion']",1,0,1,0
Pembahasan dalam laporan tersebut sudah bagus dan padat. Namun pembahasan yang diambil masih secara pandangan umum. Data yang mendukung terhadap argumen kurang banyak sehingga informasi yang disampaikan masih dibilang pandangan umum.,"['Appreciation', 'Problem']",1,1,0,0
"Laporan ini mencakup etika digital dalam penggunaan video conference, seperti etika dalam pengiriman teks, pengambilan gambar, dan video. Selain itu, penulis juga membahas tentang pentingnya kesadaran (awareness) terhadap potensi risiko dan ancaman keamanan saat menggunakan video conference.",['Neutral'],0,0,0,1
"mengidentifikasi beberapa masalah etika, tetapi analisanya kurang mendalam. tulisan secara umum jelas, tetapi ada beberapa penjelasan yang tidak detail. solusi yang ada belum menyelesaikan masalah","['Problem', 'Appreciation', 'Neutral']",1,1,0,1
"Menurut saya, judul yang diangkat telah sesuai dengan tema. Data yang digunakan masih kurang (beberapa aspek tidak mencantumkan data / sumber). Aspek digital culture kurang menjelaskan dampak video conference terhadap budaya, lebih pada etika.","['Appreciation', 'Problem']",1,1,0,0
"Dalam keseluruhan laporan sudah baik dan mudah untuk dibaca serta dipahami, penggunaan paragraf yang rapi jelas memberi poin plus karena hal ini dapat membantu pembaca untuk lebih memudahkan membaca laporan. Walaupun topiknya sudah cukup lama semenjak Covid-19 terjadi namun pemilihan topik ini masih cukup relevan dengan kehidupan pendidikan sekarang karena masih ada beberapa yang memilih video conference untuk dibuat sebagai sarana pembelajaran",['Appreciation'],1,0,0,0
"Tulisan kelompok sudah sangat baik, dengan penggunaan bahasa yang mudah dipahami. Penjelasannya sangat jelas dan mudah dimengerti. Secara keseluruhan, karangan ini sudah bagus",['Appreciation'],1,0,0,0
penjelasan dan analisis yang diberikan cukup singkat namun padat dan jelas,['Appreciation'],1,0,0,0
"menurut saya cukup baik,hanya saja poinnya sangat pendek, penjelasannya juga kurang lengkap. penjelasan dalam aspek digital culture pun di terlalu menekankan poin digital culture tersebut. dari referensi yang begitu banyak hanya menghasilkan penjelasan yang terlalu minim.","['Problem', 'Appreciation']",1,1,0,0
"Menurut saya Kelompok 3 saya nilai baik dikarenakan kelompok mereka menjelaskan PARADIGMA VIDEO CONFERENCE DALAM DUNIA PENDIDIKAN IMPLEMENTASI VIDEO CONFERENCE DI DUNIA PENDIDIKAN dengan baik dikarenakan mereka mencantumkan aspek-aspek seperti digital ethic, digital culture, digital communication, digital awareness dengan lengkap pembahasan dan contohnya serta mencantumkan contoh konkrit di dunia nyata. Penggunaan kutipan sudah baik dikarenakan menggunakan kutipan yang sudah benar dan terpercaya. Penggunaan tulisan sudah sesuai EYD dan Bahasa Indonesia Yang Baik dan Benar.",['Appreciation'],1,0,0,0
"Baik karena menjelaskan dengan runtut dan memberikan contoh nyata yang dekat dengan kehidupan kita sehari-hari yang berkaitan dengan topik yang dibahas. Kurang baik pada bagian teknis yaitu struktur dan tampilan. Namun, untuk secara isi dan materi yang disampaikan sudah baik. Kemudian untuk latar belakang masih kurang baik karena tidak menjelaskan secara detail dan hanya berbentuk poin poin saja.","['Appreciation', 'Problem']",1,1,0,0
"Studi kasus yang dipilih oleh kelompok ini baik karena saat ini kita berada di era yang serba online, semua dilakukan secara daring. Dampak positif dan negatif dari studi kasus ini sangat berhubungan dengan keadaan saat ini. Aspek, dan daftar referensi juga lengkap",['Appreciation'],1,0,0,0
"Menurut saya, analisis yang mereka ambil tentang pengaruh video conference dalam pendidikan, terutama terkait budaya digital, komunikasi digital, etika digita, dan kesadaran cyber sangat baik karena memberikan pandangan menyeluruh. Dari pemilihan strudi kasus mengenai kelelahan dalam menggunakan Zoom juga sangat bagus karena memberikan dukungan empiris terhadap argumen yang disampaikan. Namun, untuk yang kurang baiknya kurang memperkuat tentang pandangan masyarakat menganai pengguanaan vodeo conference dalam pendidikan.","['Appreciation', 'Problem']",1,1,0,0
Pada laporan penjelasan contoh kasus sangatlah jelas. Pengaruh negatif dari video conference sangat diangkat sehingga memfokuskan pembaca pada tujuan utama laporan. Laporan disertakan dengan penelitian yang telah dilakukan serta dijelaskan etika dan sopan santun dalam mengikuti video conference didunia pendidikan. Sebaiknya tambahkan contoh paradigma yang ada sehingga dapat lebih mengerti contoh kasusnya,"['Appreciation', 'Neutral', 'Suggestion']",1,0,1,1
"Laporan ini baik, ada analisis yang mencakup empat dimensi digitalisasi: budaya, komunikasi, etika, dan kesadaran keamanan, yang menunjukkan pemahaman mendalam tentang subjek tersebut.Menyoroti dampak positif dan negatif dari konferensi video juga memberikan pandangan yang seimbang. Data dan contoh yang relevan terintegrasi dengan baik untuk mendukung analisis.Namun, transisi yang lebih mulus antar poin akan meningkatkan konsistensi di seluruh organisasi.","['Appreciation', 'Suggestion']",1,0,1,0
Pemilihan Topik Video Conference dalam dunia pendidikan tidak terlalu ramai dibicarakan. Lalu informasi yang diberikan mengenai video conference tidak terlalu lengkap. Tetapi bagaimana kelompok menyampaikan informasi dilakukan dengan baik oleh kelompok.,"['Appreciation', 'Problem', 'Neutral']",1,1,0,1
"Menurut saya analisis mengenai video conference dalam bidang pendidikan relevan terhadap permasalahan dalam pemanfaatan video conferrence. Adanya pandemi mendorong kita untuk mengembangkan potensi video conferense sebagai media pembelajaran maupun bisnis. Di sisi lainnya, banyak aspek etika dan aturan yang tetap harus diperhatikan seperti bersikap sopan dan santun, menjaga privasi, mentaati hukum yang berlaku.","['Appreciation', 'Neutral']",1,0,0,1
"Pemaparan poin kurang jelas dan tidak lengkap. Inti materi tersampaikan dengan jelas, namun beberapa bagian masih ada yang kurang jelas. Masih ada penulisan kata yang kurang tepat.","['Problem', 'Appreciation']",1,1,0,0
"pada aspek digital culture kelompok ini kurang memberikan contoh nyata yang banyak. akan tetapi, aspek lainnya sangat bagus dan mudah dipahamin. pada aspek digital etchic harusnya masih bisa ditambahin mengenai etika dalam berbicara.","['Appreciation', 'Problem', 'Suggestion']",1,1,1,0
"Pemilihan studi kasusnya cukup spesifik sehingga dalam penjelasan dilaporan tersebut seharusnya lebih spesifik lagi sedangkan laporannya kurang spesifik. Dalam bagian pemilihan studi kasus, kelompok kurang menjelaskan faktor penyebab zoom fatigue dan video conference itu apa dan contohnya apa. Laporan ini secara keseluruhan sudah cukup baik karena dalam membagi kasus ini menjadi beberapa aspek seperti digital culture dengan jelas.","['Appreciation', 'Problem', 'Suggestion']",1,1,1,0
"Struktur dalam laporan ini sudah terorganisir dengan sangat baik.Isi dari laporan berisi pemahaman yang kuat dari topik yang dibahas.Akan tetapi, pemabahasan topik di laporan ini masih dapat lebih dikembangkan dan beberapa kalimat yang diulang.","['Appreciation', 'Suggestion']",1,0,1,0
"Pemilihan kasus baik dan masih ""fresh"" karena saya belum pernah mendengar ada yang mengangkat topik video preference. Aspek-aspek digital dikaitkan dengan baik disertai dengan referensi yang dikutip. Adanya penulisan italic (miring) pada bahasa asing, bagus karena masih banyak orang yang biasanya tidak mengitalic tulisan bahasa asing (Contoh : multi-tasking yang diitalic).",['Appreciation'],1,0,0,0
"Saya memilih baik, dikarenakan walaupun didalam laporan penjelasan yang diberikan terkait latar belakang, alasan pemilihan dan aspek sudah termasuk baik, tetapi rasanya mungkin masih bisa disempurnakan lagi atau di buat sehingga lebih bagus dan detail, serta tidak hanya menjelaskan hal-hal yang relatif umum saja. Sekirannya mungkin bisa diperdalam lagi dan diperbanyak pula sumber-sumber dari penjelasan yang diberikan, juga perbanyak lagi data untuk membuat pembaca lebih yakin lagi, tidak hanya sekedar memberi informasi saja, tetapi juga memberikan bukti-bukti yang mendukung pula.","['Appreciation', 'Suggestion']",1,0,1,0
"kelompok mampu memberikan penjelasan dengan singkat, padat dan jelas tanpa bertele-tele, kelompok juga telah mencatumkan daftar referensi yang digunakan sebagai dasar menulis, penjelasan yang diberikan juga mudah dipahami oleh pembaca",['Appreciation'],1,0,0,0
"Tidak adanya gagasan utama dalam poin-poin di latar belakang, adanya penggunaan tanda baca yang kurang tepat, kata-kata asing yang tidak menggunakan huruf miring ataupun petik dua, serta paragraf kurang rapi. Menurut saya, dalam aspek digital culture kurang riset dan detail dalam dampak video conference. Hal ini dikarenakan tidak adanya penjelasan dampak yang diterima oleh guru/dosen, misalnya mereka yang sudah tua kan tidak mengerti tentang cara menggunakan video conference. Untuk bagian yang lainnya, menurut saya sudah cukup baik dn jelas untuk dimengerti.","['Problem', 'Appreciation']",1,1,0,0
"Laporan kelompok tiga ini sudah baik ,karena menurut saya sudah baik karena di sini membahas tentang bagaimana secara keseluruhan bagaimana video conference yang mulai terkenal saat awal awal dari pandemi covid 19, di laporan juga membahas tentang bahaya dan juga minim nya digital ethic yang dilakukan oleh para pengguna video conference.",['Appreciation'],1,0,0,0
"Menurut saya, poin pada latar belakang kurang menjelaskan secara detil apa yang ingin dibicarakan. Referensi yang digunakan jarang dipakai di saat menjelaskan aspek-aspek, sehingga membuat hal tersebut seperti opini. Namun, aspek-aspek yang dijelaskan sudah cukup relevan dan sesuai dengan topik yang diangkat.","['Appreciation', 'Problem']",1,1,0,0
aspek aspek yang diberikan sudah relevan dengan topik yang diberikan. Dengan judul yang cukup relevan dengan dunia pendidikan sekarang. Dan dari aspek aspek yang diberikan juga memuat penjelasan yang cukup mengenai topik yang dibawakan.,['Appreciation'],1,0,0,0
Menuruta saya lapran ini sudah disusun dengan baik dan materi yang disampaikan di dalam materi ini sudah lengkap. Dengan daftar referensi yang sudah mantap laporan ini sudah sangat baik. Bahasa baku yang digunakan dan struktur kalimat yang digunakan juga sudah sangat baik.,['Appreciation'],1,0,0,0
"Menurut saya cukup baik. karena, bagian latar belakang terlalu singkat dan tidak di jelaskan. Sehingga pembaca kurang paham apa maksud yang di sampaikan oleh penulis.","['Appreciation', 'Problem']",1,1,0,0
"Memaparkan materi dengan baik, karena sudah menjelaskan kasus yang ada terkait dengan video conference. Memberikan dampak negatif dan postifinya dengan baik. Sudah menyertakan sumber dan data yang jelas.",['Appreciation'],1,0,0,0
"Penjelasan isi laporan sudah sangat baik dan dapat dipahami. Terdapat beberapa kata yang salah format penulisan. Referensi yang digunakan juga sudah banyak, namun ada beberapa bagian yang membutuhkan referensi lebih.","['Appreciation', 'Problem']",1,1,0,0
"Penilaian saya terhadap Kelompok 3 didasari oleh cara mereka mendefinisikan sebagian besar aspek dari aspek digital culture, digital communication, digital ethic, dan digital awareness sudah baik dikarenakan penjelasan yang mereka paparkan dapat membuat saya semakin paham dengan topik yang mereka pilih yaitu Paradigma Video Conference Dalam Dunia Pendidikan dengan penjelasan yang baik tersebut membuat saya menjawab baik pada penilaian. Kelompok 3 juga menganalisis topik yang mereka pilih dengan baik, itu dikarenakan mereka menganalisis dampak dari Paradigma Video Conference Dalam Dunia Pendidikan baik itu segi positif atau negatif, dan mereka memberikan beberapa bukti konkrit dalam dunia pendidikan. Pada bagian penulisan sudah menggunakan bahasa indonesia yang baik dan benar, dari segi kutipan mereka telah membuatnya dengan baik dan lengkap berdasarkan sumber terpercaya.",['Appreciation'],1,0,0,0
Penjelasan latar belakang dijelaskan secara ringkas dan jelas. Pada digital ethic fakta atau sumber kurang diperjelas. Topik satu sama lain dijelaskan dengan cukup baik.,"['Appreciation', 'Problem']",1,1,0,0
"Ada beberapa kata-kata yang berulang seperti ""Video Conference berdampak positif"" (Bisa dilihat di Pemilihan Studi Kasus page 1 PDF dan Aspek Digital Communication page 3 PDF). Seharusnya daripada menulis bahwa ""Video Conference bisa berdampak positif dalam banyak hal"", pada bagian Aspek Digital Communication mending dijelaskan langsung kenapa Video Conference bisa berdampak positif dalam bidang komunikasi. Daftar referensi sudah cukup bagus untuk laporan tersebut.","['Appreciation', 'Problem', 'Suggestion']",1,1,1,0
Menjelaskan tentang dampak positif dan negatif. Pemilihan kata yang mudah dimengerti. Serta terdapat masalah dan dan penyelesaian masalah.,['Appreciation'],1,0,0,0
Alasan saya memberi nilai baik menurut saya konten yang dibuat mudah untuk dipahami oleh pembaca. Pemilihan studi kasus yang tepat seperti kehidupan sehari-hari. Sesuai juga dengan beberapa aspek yang diminta.,['Appreciation'],1,0,0,0
"Saya memberikan penilaian cukup baik karena kelompok sudah menjabarkan materi secara to the poin. Selain itu, kelompok menuliskan informasi dengan gaya bahasa yang mudah dipahami dan sangat informatif. Yang kurang adalah kelompok belum memberikan data-data konkret yang mendukung pernyataan kelompok. Lalu, berbagai aspek masih dapat lebih dikembangkan dan dialanalisis lebih lanjut lagi.","['Appreciation', 'Problem', 'Suggestion']",1,1,1,0
"Menurut saya, kelompok masih kurang menganalisis lebih dalam lagi. Selain itu, data-data konkrit juga belum diberikan pada tulisan kelompok. Sumber yang dipakai pun masih sedikit. Seharusnya kelompok bisa memberikan contoh data seperti berapa persen jurnal yang telah dibajak dan dipakai untuk pendidikan, dsb.","['Problem', 'Suggestion']",0,1,1,0
"Dalam latar belakang sudah jealas mengapa memilih topik tersebut, namun penjelasan yang diberikan kurang jelas dan kurangnya fakta yang menguatkan pendapat. Dalam pemilihan studi kasus hanya disebutkan saja, tidak diberikan tanggapan secara rinci dan beberapa riset dan fakta lainnya. Dalam hal yang lainnya seperti aspek digital etik, digital komunikasi, digital culture dan cyber awareness sudah dijelaskan namun kurang kuatnya data dan fakta yang dapat menjelaskan aspek tersebut.","['Appreciation', 'Problem']",1,1,0,0
pembahasan yang dalam laporan tersebut sudah bagus namun kurang didukung dengan data-data realita yang mendukung. Sehingga pembahasan yang disampaikan berdasarkan pandangan umum kelompok para penulis. Namun penjelasan pada setiap aspek sudah bagus.,"['Appreciation', 'Problem']",1,1,0,0
"Laporan ini membahas meluasnya pembajakan majalah sebagai bahan akademik oleh mahasiswa. Namun, hal ini disebabkan oleh kurangnya solusi konkrit terhadap masalah ini. Baik adanya jika laporan memberi contoh yang lebih rinci untuk meningkatkan analisis dan pemahaman etika digital.","['Neutral', 'Suggestion', 'Problem']",0,1,1,1
pemilihan topik yang sangat baik yyaitu pembajakan jurnal. kita bisa mengetahui kenapa pembajakan jurnal dilakukan dikarenakan berbayar karena mahasiswa/ pelajar ingin yang gratis. penggunaan bahasa yang baik dan mudah dipahami,"['Appreciation', 'Neutral']",1,0,0,1
studi kasus yang ada sudah relevan. analisis masalah etika yang ada sudah cukup jelas. tidak memberikan solusi yang bersangkutan.,"['Appreciation', 'Problem']",1,1,0,0
bagian pemilihan studi kasus tidak lengkap. Kasus tidak relevan dengan ketentuan tugas. Isi kurang baik.,['Problem'],0,1,0,0
"Menurut saya, judul yang diangkat cukup sesuai dengan tema. Namun materi yang digunakan kurang aktual. Data yang digunakan masih sedikit.","['Appreciation', 'Problem']",1,1,0,0
"Menurut saya Kelompok 8 saya nilai baik dikarenakan kelompok mereka menjelaskan PEMBAJAKAN JURNAL dengan sangat baik dikarenakan mereka mencantumkan aspek-aspek seperti digital ethic, digital culture, digital communication, digital awareness dengan lengkap pembahasan dan contohnya serta mencantumkan contoh konkrit di dunia nyata. Penggunaan kutipan sudah baik dikarenakan menggunakan kutipan yang sudah benar dan terpercaya. Penggunaan tulisan sudah sesuai EYD dan Bahasa Indonesia Yang Baik dan Benar.",['Appreciation'],1,0,0,0
"Pemilihan topik ini sangat relevan dan perlu dibahas karena setiap mahasiswa memerlukan jurnal sebagai referensi pengerjaan karya tulisnya. Analisis ini memberikan penggambaran yang jelas mengenai pengambilan jurnal dan pembajakan jurnal yang kerap dilakukan oleh mahasiswa. Sebab ini juga didukung dengan ketidaktahuan mahasiswa mengenai kesadaran akan hak cipta dan etika dalam pengambilan referensi. Selain itu, sebab dan akibat dari kasus ini sangat jelas dan disampaikan secara sesingkat mungkin.","['Appreciation', 'Neutral']",1,0,0,1
"Pemilihan studi kasus yang relevan dan sesuai dengan situasi zaman sekarang. Analisis sudah terorganisir, dengan mencantumkan data yang relevan. Materi sudah tersampaikan dengan baik.",['Appreciation'],1,0,0,0
"Saya memberikan laporan ini baik karena simple dan informatif sekali. Artinya, laporan ini tidak membuang kata dan langsung menuju ke poin utama laporan tersebut. Isi laporan pada bagian Aspek-aspek juga berhubungan dengan judul atau topik tersebut.",['Appreciation'],1,0,0,0
"Topik yang diangkat cukup unik menurut saya karena jarang ada yang mengangkat topik ini dan ini bisa menjadi poin plus menurut saya. Pembajakan jurnal mungkin saja sampai saat ini masih terjadi dan ini seharusnya tidak bisa dibenarkan. Untuk keseluruhan laporan sudah baik, poin yang disampaikan sudah tertuju dengan baik ke pembaca","['Appreciation', 'Neutral']",1,0,0,1
"Laporan yang disajikan baik. Pembahasan singkat dan koheren. Namun, sayangnya materi yang disampaikan kekurangan data pendukung. Penggunaan bahasa sudah tepat. Namun, perlu perbaikan dalam penulisan paragraf dan tanda baca. Secara keseluruhan, argumen yang disampaikan dalam laporan baik dan dapat diterima, tapi sayang kekurangan data pendukung.","['Appreciation', 'Problem', 'Suggestion']",1,1,1,0
"referensi menurut saya pada kelompok ini juga sangat minim. akan tetapi, setiap aspek yang diceritakan memiliki detail yang bagus. penggunan kalimat dan bahasa nya juga sudah efektif sehingga memudahkan pembaca dalam membaca laporan ini","['Appreciation', 'Problem']",1,1,0,0
"Saya suka pada bagian aspek digital culture dimana seperti dijelaskan terlebih dulu mengenai latar belakang nya yaitu potensi yang dilihat oleh sebuah perusahaan kemudian dijelaskan permasalahannya yaitu masih banyak yang lebih memilih untuk membajak dari pada membayar. Namun, akan lebih baik lagi apabila permasalahannya tersebut lebih dijabarkan. Baik pada bagian latar belakang, dijelaskan secara runtut. Baik pada bagian komunikasi dimana disertakan data konkrit","['Appreciation', 'Suggestion']",1,0,1,0
Penilaian yang saya berikan adalah baik. Pemilihan Judul sesuai dengan tema yang dibahas. Poin - poin penjelasan melingkupi semua hal inti dari judul. Penyampaian nya mudah untuk dimengerti.,['Appreciation'],1,0,0,0
"Karangan ini sudah bagus, dan bahasa yang digunakan sangat mudah dipahami. Penjelasannya sangat mudah dimengerti. Secara keseluruhan, tulisan Anda sangat baik.",['Appreciation'],1,0,0,0
"Pemilihan studi kasus yang sangat menarik dan sangat berguna bagi kalangan mahasiswa dimana laporan ini memiliki manfaat yang sangat baik untuk meningkatkan kesadaran bahwa pembajakan adalah suatu hal tidak harus dilakukan. Laporan ini memiliki contoh studi kasus yang dapat memberikan gambaran yang cukup jelas untuk pembaca. Pembagian setiap aspek-aspek yang ada juga sudah sesuai dan jelas (digital culture, digital communication, digital ethics dan cyber awareness)",['Appreciation'],1,0,0,0
Gaya bahasa yang digunakan sudah sangat baik dan baku.Struktur laporan terlihat rapi dan mudah diikuti alur laporannya.Laporan ini berisi data dan analisis yang menyeluruh sehingga pernyataan/argumen dalam laporan sudah sangat sesuai dengan topik pembahasan.,['Appreciation'],1,0,0,0
Memberikan contoh yang dekat dengan tugas akhir mahasiswa. Memberikan contoh yang konkrit. Bahasa yang mudah dipahami,['Appreciation'],1,0,0,0
penjelasan dan analisis yang diberikan kurang detail dan mendalam,['Problem'],0,1,0,0
"Saya memberikan nilai cukup baik, dikarenakan didalam laporan kelompok sudah terdapat penyinggungan singkat terkait isu atau kasus dalam berbagai aspek, hanya saja mungkin bisa dijelaskan lebih detail lagi, dengan data atau argumen yang lebih kuat. Bisa juga ditambahkan seperti faktor mengapa bisa demikian, dampak positif dan negatifnya. sumber referensi juga kalau bisa diperbanyak lagi sehingga penjelasan lebih komprehensif serta lebih membangkitkan kesadaran pentingnya diperhatikan isu ini.","['Appreciation', 'Suggestion']",1,0,1,0
"memberikan penjelasan yang singkat, padat dan jelas, kurang memberikan contoh konkrit dan kelompok tidak memberikan solusi bagaimana mengatasi pembajakan jurnal yang terjadi.","['Appreciation', 'Problem']",1,1,0,0
"Tidak adanya gagasan utama dalam poin-poin di latar belakang, paragraf kurang rapi, serta kata-kata asing yang tidak menggunakan huruf miring ataupun petik dua. Menurut saya, pemilihan studi kasusnya kurang analisis yang mendalam dan contoh yang relevan berdasarkan data. Untuk aspek-aspeknya sudah cukup baik dan jelas.","['Problem', 'Appreciation']",1,1,0,0
Laporan yang dibuat oleh kelompok 8 ini sangat lengkap karena menurut saya kebahayaan nya tentang bagaimana pembajakan jurnal yang semakin mudah terjadi karena gampang nya akses internet jadi mudah nya untuk mengcopy jurnal tersebut jadi dapat terkena pasal pembajakan.,['Appreciation'],1,0,0,0
"Analisis yang dilakukan memberikan sedikit penjelasan mengenai topik yang diangkat, namun hanya menggunakan 1 referensi untuk mendukung argumennya. Secara keseluruhan, jurnal ini cukup baik dalam menjelaskan mengapa pembajakan jurnal dapat terjadi, namun analisis yang dilakukan tetap kurang mendalam sehingga mirip seperti didasari oleh opini saja.","['Appreciation', 'Problem']",1,1,0,0
"Judul yang dipilih sudah relevan dengan dunia pendidikan sekarang, yang mana para mahasiswa terkadang menggunakan situs dimana pembajakan menjadi hal yang cukup lumrah apalagi jika jurnal yang diperlukan seorang mahasiswa bersifat berbayar. Penjelasan yang sudah sangat baik, dimana menjelaskan aspek tersebut dengan detail. Akan tetapi penjelasan mengenai studi kasus kurang dijelaskan secara mendetail.","['Appreciation', 'Problem']",1,1,0,0
"Menurut saya Baik. karena, penjelasan cukup baik tentang Pembajakan Jurnal",['Appreciation'],1,0,0,0
Memberikan argumen yang relevan dengan baik. Materi yang dijelaskan jelas disertakan sumber konkret. Kurang memberikan solusi pada materi yang dibahas.,"['Appreciation', 'Problem']",1,1,0,0
Materi sudah disampaikan dengan baik. Isi tiap aspek dapat diperinci dan diberi contoh nyata. Daftar referensi juga dapat diperbanyak kembali.,"['Appreciation', 'Suggestion']",1,0,1,0
Alasan saya memberi nilai baik adalah isi konten yang dibuat mudah untuk dipahami oleh pembaca. Studi kasus yang diambil juga sesuai dengan masalah yang terjadi di kehidupan mahasiswa. Isi aspek sesuai dengan kategori aspek yang diminta.,['Appreciation'],1,0,0,0
